time,position,velocity,error,command
5.17,3.8873760203215917,-9.890574638351799,5.954606862204196,4.051809986900775
5.18,3.789007821619574,-9.836819870201778,6.025829557026414,5.375476815002187
5.19,3.691204650148917,-9.780317147065686,6.129959392580649,5.650272313609087
5.2,3.594360359213288,-9.684429093562871,6.872011093139045,9.588805350281422
5.21,3.4975510040326463,-9.680935518064173,5.949487962208727,0.34935754986975276
5.22,3.401607259703007,-9.594374432963939,6.564083165931417,8.656108510023408
5.23,3.306602937850652,-9.500432185235496,7.198065535247911,9.394224772844169
5.24,3.21203614172713,-9.456679612352223,6.888741472013496,4.375257288327229
5.25,3.118244861276629,-9.379128045050084,7.193089144775133,7.755156730213895
5.26,3.024725813136158,-9.351904814047085,6.6068054661798055,2.7223231002999277
5.2700000000000005,2.9319299692929266,-9.279584384323135,6.868710927544958,7.232042972395027
5.28,2.8397516391704967,-9.217833012242988,6.90966290746797,6.175137208014801
5.29,2.7486485023775855,-9.110313679291128,7.705304687817699,10.751933295185932
5.3,2.6578991660114597,-9.074933636612572,7.164823862910256,3.538004267855544
5.3100000000000005,2.5681797988871664,-8.971936712429336,7.840064523144863,10.299692418323543
5.32,2.4789044942976233,-8.927530458954319,7.425016392138035,4.440625347501677
5.33,2.3898833263886594,-8.902116790896375,6.761472947189924,2.5413668057943415
5.34,2.301725187062325,-8.815813932633434,7.222136223779175,8.630285826294179
5.3500000000000005,2.2148312719001457,-8.689391516217926,8.273302706361932,12.642241641550832
5.36,2.1283641537017868,-8.646711819835907,7.75227072950115,4.267969638201858
5.37,2.0431511370692412,-8.521301663254555,8.695469173910423,12.541015658135311
5.38,1.958402241870158,-8.474889519908324,8.163473744708666,4.641214334623115
5.39,1.8738617693600004,-8.454047251015766,7.292764185448419,2.084226889255868
5.4,1.7905717262356025,-8.329004312439796,8.302466969626781,12.504293857596902
5.41,1.7081964560361562,-8.237527019944617,8.583028017092737,9.147729249517916
5.42,1.6263836964744787,-8.181275956167758,8.228353685728063,5.625106377685825
5.43,1.5452829245147666,-8.110077195971211,8.180556590487226,7.119876019654661
